ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
560,Button with Longest Push Time,EASY,Array,Array,1,JP Morgan,71.3,0.4059366074012558,https://leetcode.com/problems/button-with-longest-push-time,Array
561,Check If It Is a Straight Line,EASY,Array,"Array, Geometry, Math",1,Palantir,78.7,0.3970230609133101,https://leetcode.com/problems/check-if-it-is-a-straight-line,"Array, Math"
562,Check If a Number Is Majority Element in a Sorted Array,EASY,Array,"Array, Binary Search",1,Salesforce,70.8,0.5908462374784931,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array,"Array, Binary Search"
563,Check if Array Is Sorted and Rotated,EASY,Array,Array,1,Bloomberg,53.2,0.5507495223867797,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,Array
564,Check if Binary String Has at Most One Segment of Ones,EASY,String,String,1,Cisco,63.2,0.3902918338056159,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,String
565,Check if Number Has Equal Digit Count and Digit Value,EASY,Counting,"Counting, Hash Table, String",1,JP Morgan,70.4,0.7244297819277936,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,"String, Hash Table"
566,Check if the Sentence Is Pangram,EASY,Hash Table,"Hash Table, String",1,Goldman Sachs,49.3,0.83848531974997,https://leetcode.com/problems/check-if-the-sentence-is-pangram,"String, Hash Table"
567,Combine Two Tables,EASY,Database,Database,1,Microsoft,32.8,0.7807998631717663,https://leetcode.com/problems/combine-two-tables,
568,Complement of Base 10 Integer,EASY,Bit Manipulation,Bit Manipulation,1,Snap,57.8,0.6070765922229309,https://leetcode.com/problems/complement-of-base-10-integer,Bit Manipulation
569,Consecutive Characters,EASY,String,String,1,Goldman Sachs,53.3,0.6021721208645471,https://leetcode.com/problems/consecutive-characters,String
570,Convert Binary Number in a Linked List to Integer,EASY,Linked List,"Linked List, Math",1,Salesforce,45.0,0.8121536256620584,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,"Linked List, Math"
571,Count Elements With Maximum Frequency,EASY,Array,"Array, Counting, Hash Table",1,CRED,100.0,0.7792370150792628,https://leetcode.com/problems/count-elements-with-maximum-frequency,"Array, Hash Table"
572,Count Equal and Divisible Pairs in an Array,EASY,Array,Array,1,Bloomberg,38.0,0.8408333300919137,https://leetcode.com/problems/count-equal-and-divisible-pairs-in-an-array,Array
573,Count Good Triplets,EASY,Array,"Array, Enumeration",1,Bloomberg,38.0,0.8548305888883868,https://leetcode.com/problems/count-good-triplets,Array
574,Count Largest Group,EASY,Hash Table,"Hash Table, Math",1,Bloomberg,38.0,0.7503976647031062,https://leetcode.com/problems/count-largest-group,"Hash Table, Math"
575,Count Pairs Of Similar Strings,EASY,Array,"Array, Bit Manipulation, Counting, Hash Table, String",1,IBM,57.7,0.7248677862312117,https://leetcode.com/problems/count-pairs-of-similar-strings,"Array, String, Hash Table, Bit Manipulation"
576,Count the Number of Vowel Strings in Range,EASY,Array,"Array, Counting, String",1,PayPal,77.5,0.7351821231161714,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range,"Array, String"
577,Counting Bits,EASY,Bit Manipulation,"Bit Manipulation, Dynamic Programming",1,NVIDIA,49.9,0.7972033009877719,https://leetcode.com/problems/counting-bits,"Dynamic Programming, Bit Manipulation"
578,Create Target Array in the Given Order,EASY,Array,"Array, Simulation",1,Visa,85.5,0.8623489961219972,https://leetcode.com/problems/create-target-array-in-the-given-order,"Array, Simulation"
579,Create a DataFrame from List,EASY,Uncategorized,,1,Google,39.0,0.8147031724545858,https://leetcode.com/problems/create-a-dataframe-from-list,
580,Customer Placing the Largest Number of Orders,EASY,Database,Database,1,Twitter,89.4,0.6436460880860977,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,
581,Decode the Message,EASY,Hash Table,"Hash Table, String",1,Tesla,74.5,0.8541555470834922,https://leetcode.com/problems/decode-the-message,"String, Hash Table"
582,Design Parking System,EASY,Counting,"Counting, Design, Simulation",1,Amazon,40.6,87.08%,https://leetcode.com/problems/design-parking-system,"Simulation, Design"
583,Determine Color of a Chessboard Square,EASY,Math,"Math, String",1,JP Morgan,74.3,0.7932834456061206,https://leetcode.com/problems/determine-color-of-a-chessboard-square,"String, Math"
584,Determine if Two Events Have Conflict,EASY,Array,"Array, String",1,Goldman Sachs,45.6,0.5234865263935031,https://leetcode.com/problems/determine-if-two-events-have-conflict,"Array, String"
585,Determine the Winner of a Bowling Game,EASY,Array,"Array, Simulation",1,DEShaw,77.4,0.357596387879643,https://leetcode.com/problems/determine-the-winner-of-a-bowling-game,"Array, Simulation"
586,Distribute Money to Maximum Children,EASY,Greedy,"Greedy, Math",1,Apple,38.9,0.1945018764759487,https://leetcode.com/problems/distribute-money-to-maximum-children,"Greedy, Math"
587,Divisible and Non-divisible Sums Difference,EASY,Math,Math,1,Amazon,40.6,91.28%,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference,Math
588,Divisor Game,EASY,Brainteaser,"Brainteaser, Dynamic Programming, Game Theory, Math",1,Visa,81.1,0.7039133843993194,https://leetcode.com/problems/divisor-game,"Dynamic Programming, Math"
589,Duplicate Emails,EASY,Database,Database,1,Google,16.4,0.7244932493128983,https://leetcode.com/problems/duplicate-emails,
590,Excel Sheet Column Title,EASY,Math,"Math, String",1,Oracle,38.0,0.4357032576703931,https://leetcode.com/problems/excel-sheet-column-title,"String, Math"
591,Fair Candy Swap,EASY,Array,"Array, Binary Search, Hash Table, Sorting",1,Swiggy,91.9,0.6328166847357979,https://leetcode.com/problems/fair-candy-swap,"Array, Binary Search, Hash Table, Sorting"
592,Find Followers Count,EASY,Database,Database,1,Tesla,95.3,0.6956128892861001,https://leetcode.com/problems/find-followers-count,
593,Find Resultant Array After Removing Anagrams,EASY,Array,"Array, Hash Table, Sorting, String",1,JP Morgan,68.1,0.5947293118567407,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams,"Array, String, Hash Table, Sorting"
594,Find Smallest Letter Greater Than Target,EASY,Array,"Array, Binary Search",1,Linkedln,39.7,0.5407901782986692,https://leetcode.com/problems/find-smallest-letter-greater-than-target,"Array, Binary Search"
595,Find Subarrays With Equal Sum,EASY,Array,"Array, Hash Table",1,Morgan Stanley,87.5,0.6625844195401696,https://leetcode.com/problems/find-subarrays-with-equal-sum,"Array, Hash Table"
596,Find Subsequence of Length K With the Largest Sum,EASY,Array,"Array, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",1,Oracle,38.0,0.4550501177444639,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum,"Array, Hash Table, Queue, Heap / Priority Queue, Sorting"
597,Find Valid Pair of Adjacent Digits in String,EASY,Counting,"Counting, Hash Table, String",1,Oracle,89.2,0.5948705875428555,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string,"String, Hash Table"
598,Find Words Containing Character,EASY,Array,"Array, String",1,Google,39.0,0.9064056797672524,https://leetcode.com/problems/find-words-containing-character,"Array, String"
599,Find the Array Concatenation Value,EASY,Array,"Array, Simulation, Two Pointers",1,IBM,71.7,0.7103725089782409,https://leetcode.com/problems/find-the-array-concatenation-value,"Array, Two Pointers, Simulation"
600,Find the Difference,EASY,Bit Manipulation,"Bit Manipulation, Hash Table, Sorting, String",1,Google,23.8,0.5972123786185596,https://leetcode.com/problems/find-the-difference,"String, Hash Table, Sorting, Bit Manipulation"
601,Find the Maximum Divisibility Score,EASY,Array,Array,1,DEShaw,77.4,0.5045592705167173,https://leetcode.com/problems/find-the-maximum-divisibility-score,Array
602,Find the Width of Columns of a Grid,EASY,Array,"Array, Matrix",1,Atlassian,73.6,69.3%,https://leetcode.com/problems/find-the-width-of-columns-of-a-grid,"Array, Matrix"
603,Flip Game,EASY,String,String,1,Google,25.1,0.648810474885,https://leetcode.com/problems/flip-game,String
604,Flipping an Image,EASY,Array,"Array, Bit Manipulation, Matrix, Simulation, Two Pointers",1,IBM,46.3,0.8295545731388213,https://leetcode.com/problems/flipping-an-image,"Array, Bit Manipulation, Two Pointers, Matrix, Simulation"
605,Generate Tag for Video Caption,EASY,Simulation,"Simulation, String",1,Bloomberg,61.5,0.3135055575293102,https://leetcode.com/problems/generate-tag-for-video-caption,"String, Simulation"
606,Get the Size of a DataFrame,EASY,Uncategorized,,1,Google,16.0,0.8518924318016196,https://leetcode.com/problems/get-the-size-of-a-dataframe,
607,Goat Latin,EASY,String,String,1,Meta,45.2,0.6935336472329297,https://leetcode.com/problems/goat-latin,String
608,Greatest Common Divisor of Strings,EASY,Math,"Math, String",1,NVIDIA,40.7,0.5272393278503121,https://leetcode.com/problems/greatest-common-divisor-of-strings,"String, Math"
609,High Five,EASY,Array,"Array, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",1,Goldman Sachs,78.8,0.7434011552337414,https://leetcode.com/problems/high-five,"Array, Hash Table, Queue, Heap / Priority Queue, Sorting"
610,Image Smoother,EASY,Array,"Array, Matrix",1,Visa,54.7,0.6837229689163258,https://leetcode.com/problems/image-smoother,"Array, Matrix"
611,Invalid Tweets,EASY,Database,Database,1,Twitter,89.4,0.8551270155011662,https://leetcode.com/problems/invalid-tweets,
612,Island Perimeter,EASY,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Matrix",1,Oracle,47.0,0.7353932860923039,https://leetcode.com/problems/island-perimeter,"Array, BFS, DFS, Matrix"
613,Keep Multiplying Found Values by Two,EASY,Array,"Array, Hash Table, Simulation, Sorting",1,Goldman Sachs,45.6,0.7133261449808213,https://leetcode.com/problems/keep-multiplying-found-values-by-two,"Array, Hash Table, Sorting, Simulation"
614,Kth Largest Element in a Stream,EASY,Binary Search,"Binary Search, Binary Search Tree, Binary Tree, Data Stream, Design, Heap (Priority Queue), Heap / Priority Queue, Queue, Tree",1,Atlassian,36.0,59.9%,https://leetcode.com/problems/kth-largest-element-in-a-stream,"Binary Search, Tree, Queue, Heap / Priority Queue, Design"
615,Largest Number After Digit Swaps by Parity,EASY,Heap (Priority Queue),"Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",1,IBM,71.3,0.637345576330206,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,"Queue, Heap / Priority Queue, Sorting"
616,Largest Perimeter Triangle,EASY,Array,"Array, Greedy, Math, Sorting",1,Tesla,57.1,0.5736625993768019,https://leetcode.com/problems/largest-perimeter-triangle,"Array, Sorting, Greedy, Math"
617,Leaf-Similar Trees,EASY,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Snowflake,48.9,0.7010504082999663,https://leetcode.com/problems/leaf-similar-trees,"Tree, DFS"
618,Lexicographically Smallest Palindrome,EASY,Greedy,"Greedy, String, Two Pointers",1,PayPal,42.1,0.7942312085903587,https://leetcode.com/problems/lexicographically-smallest-palindrome,"String, Greedy, Two Pointers"
619,Lexicographically Smallest String After a Swap,EASY,Greedy,"Greedy, String",1,JP Morgan,70.4,0.5366232121180134,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap,"String, Greedy"
620,Lucky Numbers in a Matrix,EASY,Array,"Array, Matrix",1,Cisco,100.0,0.7990618901629731,https://leetcode.com/problems/lucky-numbers-in-a-matrix,"Array, Matrix"
621,Make The String Great,EASY,Stack,"Stack, String",1,Google,16.0,0.6827752983137568,https://leetcode.com/problems/make-the-string-great,"String, Stack"
622,Maximum Area of Longest Diagonal Rectangle,EASY,Array,Array,1,Atlassian,66.3,36.5%,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle,Array
623,Maximum Difference Between Even and Odd Frequency I,EASY,Counting,"Counting, Hash Table, String",1,Microsoft,50.3,0.613683469927171,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i,"String, Hash Table"
624,Maximum Nesting Depth of the Parentheses,EASY,Stack,"Stack, String",1,Intel,100.0,0.8434417458535225,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,"String, Stack"
625,Maximum Number of Balloons,EASY,Counting,"Counting, Hash Table, String",1,Tesla,74.5,0.5973679587648302,https://leetcode.com/problems/maximum-number-of-balloons,"String, Hash Table"
626,Maximum Population Year,EASY,Array,"Array, Counting, Prefix Sum",1,PayPal,42.1,0.6267903102222048,https://leetcode.com/problems/maximum-population-year,"Array, Prefix Sum"
627,Min Cost Climbing Stairs,EASY,Array,"Array, Dynamic Programming",1,Amazon,50.9,67.2%,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming"
628,Minimum Changes To Make Alternating Binary String,EASY,String,String,1,Tesla,95.3,0.6370145733299638,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,String
629,Minimum Cost to Move Chips to The Same Position,EASY,Array,"Array, Greedy, Math",1,Morgan Stanley,89.7,0.7235395523557598,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,"Array, Greedy, Math"
630,Minimum Operations to Make Columns Strictly Increasing,EASY,Array,"Array, Greedy, Matrix",1,IBM,92.3,0.7199251842887007,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing,"Array, Greedy, Matrix"
631,Minimum String Length After Removing Substrings,EASY,Simulation,"Simulation, Stack, String",1,JP Morgan,38.2,0.7708193935176512,https://leetcode.com/problems/minimum-string-length-after-removing-substrings,"String, Stack, Simulation"
632,Minimum Time to Type Word Using Special Typewriter,EASY,Greedy,"Greedy, String",1,Linkedln,29.6,0.7771306948017184,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter,"String, Greedy"
633,Minimum Value to Get Positive Step by Step Sum,EASY,Array,"Array, Prefix Sum",1,Swiggy,97.6,0.6462878389161475,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum,"Array, Prefix Sum"
634,Number of Students Unable to Eat Lunch,EASY,Array,"Array, Queue, Simulation, Stack",1,Flipkart,53.1,0.7873290271095185,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,"Array, Stack, Queue, Simulation"
635,Number of Valid Words in a Sentence,EASY,String,String,1,Cisco,66.8,0.2999482504677361,https://leetcode.com/problems/number-of-valid-words-in-a-sentence,String
636,Palindrome Permutation,EASY,Bit Manipulation,"Bit Manipulation, Hash Table, String",1,Google,22.3,0.6850934894703868,https://leetcode.com/problems/palindrome-permutation,"String, Hash Table, Bit Manipulation"
637,Power of Four,EASY,Bit Manipulation,"Bit Manipulation, Math, Recursion",1,Qualcomm,56.6,0.4947101228054184,https://leetcode.com/problems/power-of-four,"Recursion, Bit Manipulation, Math"
638,Power of Three,EASY,Math,"Math, Recursion",1,Goldman Sachs,50.5,0.4802572566132386,https://leetcode.com/problems/power-of-three,"Recursion, Math"
639,Prime In Diagonal,EASY,Array,"Array, Math, Matrix, Number Theory",1,IBM,37.4,0.3620654816211814,https://leetcode.com/problems/prime-in-diagonal,"Array, Math, Matrix"
640,Print in Order,EASY,Concurrency,Concurrency,1,NVIDIA,40.7,0.7158816436054449,https://leetcode.com/problems/print-in-order,
641,Range Sum of BST,EASY,Binary Search,"Binary Search, Binary Search Tree, Binary Tree, DFS, Depth-First Search, Tree",1,Meta,71.9,0.8745394306042865,https://leetcode.com/problems/range-sum-of-bst,"Binary Search, Tree, DFS"
642,Read N Characters Given Read4,EASY,Array,"Array, Interactive, Simulation",1,Google,13.3,0.4225902118364912,https://leetcode.com/problems/read-n-characters-given-read4,"Array, Simulation"
643,Reformat Date,EASY,String,String,1,Goldman Sachs,57.6,0.6733420066288758,https://leetcode.com/problems/reformat-date,String
644,Relative Sort Array,EASY,Array,"Array, Counting Sort, Hash Table, Sorting",1,DEShaw,79.6,0.7492037718091799,https://leetcode.com/problems/relative-sort-array,"Array, Hash Table, Sorting"
645,Remove All Adjacent Duplicates In String,EASY,Stack,"Stack, String",1,Goldman Sachs,23.0,0.715875534292082,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,"String, Stack"
646,Remove Letter To Equalize Frequency,EASY,Counting,"Counting, Hash Table, String",1,Bloomberg,38.0,0.1820090792824141,https://leetcode.com/problems/remove-letter-to-equalize-frequency,"String, Hash Table"
647,Remove Linked List Elements,EASY,Linked List,"Linked List, Recursion",1,Google,28.6,0.5192135190900153,https://leetcode.com/problems/remove-linked-list-elements,"Linked List, Recursion"
648,Repeated Substring Pattern,EASY,String,"String, String Matching",1,Salesforce,36.0,0.4688966310838218,https://leetcode.com/problems/repeated-substring-pattern,String
649,Reverse Only Letters,EASY,String,"String, Two Pointers",1,Snowflake,39.6,0.6683340514041327,https://leetcode.com/problems/reverse-only-letters,"String, Two Pointers"
650,Reverse Vowels of a String,EASY,String,"String, Two Pointers",1,Oracle,47.0,0.581874454982085,https://leetcode.com/problems/reverse-vowels-of-a-string,"String, Two Pointers"
651,Robot Return to Origin,EASY,Simulation,"Simulation, String",1,Goldman Sachs,57.3,0.7617030831410564,https://leetcode.com/problems/robot-return-to-origin,"String, Simulation"
652,Rotate String,EASY,String,"String, String Matching",1,Visa,64.9,0.6393953917504719,https://leetcode.com/problems/rotate-string,String
653,Second Minimum Node In a Binary Tree,EASY,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Linkedln,58.8,0.4532741603206002,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,"Tree, DFS"
654,Set Mismatch,EASY,Array,"Array, Bit Manipulation, Hash Table, Sorting",1,Microsoft,32.8,0.450001390008618,https://leetcode.com/problems/set-mismatch,"Array, Hash Table, Sorting, Bit Manipulation"
655,Shortest Word Distance,EASY,Array,"Array, String",1,Linkedln,63.9,0.6594968094700921,https://leetcode.com/problems/shortest-word-distance,"Array, String"
656,Sort Array by Increasing Frequency,EASY,Array,"Array, Hash Table, Sorting",1,Walmart,42.2,0.802688099698792,https://leetcode.com/problems/sort-array-by-increasing-frequency,"Array, Hash Table, Sorting"
657,Split Strings by Separator,EASY,Array,"Array, String",1,Apple,38.9,0.7491123619831133,https://leetcode.com/problems/split-strings-by-separator,"Array, String"
658,Split a String in Balanced Strings,EASY,Counting,"Counting, Greedy, String",1,Salesforce,82.4,0.8679377932458103,https://leetcode.com/problems/split-a-string-in-balanced-strings,"String, Greedy"
659,Students and Examinations,EASY,Database,Database,1,Bloomberg,61.5,0.604974385676898,https://leetcode.com/problems/students-and-examinations,
660,Substrings of Size Three with Distinct Characters,EASY,Counting,"Counting, Hash Table, Sliding Window, String",1,Visa,48.5,0.7545459484913246,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,"String, Hash Table, Sliding Window"
661,Subtree of Another Tree,EASY,Binary Tree,"Binary Tree, DFS, Depth-First Search, Hash Function, String, String Matching, Tree",1,Morgan Stanley,53.5,0.4998488050003843,https://leetcode.com/problems/subtree-of-another-tree,"String, Tree, DFS"
662,Sum of All Odd Length Subarrays,EASY,Array,"Array, Math, Prefix Sum",1,Linkedln,29.6,0.835186957887891,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,"Array, Math, Prefix Sum"
663,Sum of All Subset XOR Totals,EASY,Array,"Array, Backtracking, Bit Manipulation, Combinatorics, Enumeration, Math",1,Microsoft,32.8,0.9007097408541754,https://leetcode.com/problems/sum-of-all-subset-xor-totals,"Array, Backtracking, Bit Manipulation, Math"
664,Take Gifts From the Richest Pile,EASY,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Queue, Simulation",1,DEShaw,77.4,0.7562443860270789,https://leetcode.com/problems/take-gifts-from-the-richest-pile,"Array, Queue, Heap / Priority Queue, Simulation"
665,The Winner University,EASY,Database,Database,1,Walmart,75.1,0.7530181086519114,https://leetcode.com/problems/the-winner-university,
666,Third Maximum Number,EASY,Array,"Array, Sorting",1,Goldman Sachs,32.7,0.3721120655575063,https://leetcode.com/problems/third-maximum-number,"Array, Sorting"
667,Time Needed to Buy Tickets,EASY,Array,"Array, Queue, Simulation",1,Twitter,89.4,0.7070562661984784,https://leetcode.com/problems/time-needed-to-buy-tickets,"Array, Queue, Simulation"
668,Toeplitz Matrix,EASY,Array,"Array, Matrix",1,Meta,32.0,0.6939253887597988,https://leetcode.com/problems/toeplitz-matrix,"Array, Matrix"
669,Triangle Judgement,EASY,Database,Database,1,Google,30.8,0.7368772833754048,https://leetcode.com/problems/triangle-judgement,
670,Two Furthest Houses With Different Colors,EASY,Array,"Array, Greedy",1,Visa,81.1,0.6557574742483879,https://leetcode.com/problems/two-furthest-houses-with-different-colors,"Array, Greedy"
671,Two Sum III - Data structure design,EASY,Array,"Array, Data Stream, Design, Hash Table, Two Pointers",1,Linkedln,50.0,0.3868837868274785,https://leetcode.com/problems/two-sum-iii-data-structure-design,"Array, Hash Table, Two Pointers, Design"
672,Type of Triangle,EASY,Array,"Array, Math, Sorting",1,IBM,71.7,0.4479472840401572,https://leetcode.com/problems/type-of-triangle,"Array, Sorting, Math"
673,Ugly Number,EASY,Math,Math,1,JP Morgan,38.2,0.4233632213371748,https://leetcode.com/problems/ugly-number,Math
674,Unique Email Addresses,EASY,Array,"Array, Hash Table, String",1,Intuit,69.5,0.6758613213988468,https://leetcode.com/problems/unique-email-addresses,"Array, String, Hash Table"
675,Unique Number of Occurrences,EASY,Array,"Array, Hash Table",1,Bloomberg,38.0,0.7828341214980583,https://leetcode.com/problems/unique-number-of-occurrences,"Array, Hash Table"
676,Valid Perfect Square,EASY,Binary Search,"Binary Search, Math",1,Linkedln,60.0,0.4418959712096306,https://leetcode.com/problems/valid-perfect-square,"Binary Search, Math"
677,Verifying an Alien Dictionary,EASY,Array,"Array, Hash Table, String",1,Snap,57.8,0.555729966970002,https://leetcode.com/problems/verifying-an-alien-dictionary,"Array, String, Hash Table"
678,Word Pattern,EASY,Hash Table,"Hash Table, String",1,Google,21.4,0.430607261173072,https://leetcode.com/problems/word-pattern,"String, Hash Table"
679,2 Keys Keyboard,MEDIUM,Dynamic Programming,"Dynamic Programming, Math",1,Salesforce,36.0,0.5908827395526525,https://leetcode.com/problems/2-keys-keyboard,"Dynamic Programming, Math"
680,Activity Participants,MEDIUM,Database,Database,1,IBM,73.9,0.7229791494362948,https://leetcode.com/problems/activity-participants,
681,All Ancestors of a Node in a Directed Acyclic Graph,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Topological Sort",1,Palantir,57.4,0.6189030152589998,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,"Graph, BFS, DFS"
682,All Paths From Source to Target,MEDIUM,BFS,"BFS, Backtracking, Breadth-First Search, DFS, Depth-First Search, Graph",1,Bloomberg,58.9,0.8312447332675658,https://leetcode.com/problems/all-paths-from-source-to-target,"Graph, Backtracking, BFS, DFS"
683,All Possible Full Binary Trees,MEDIUM,Binary Tree,"Binary Tree, Dynamic Programming, Memoization, Recursion, Tree",1,NVIDIA,38.4,0.8270281155858406,https://leetcode.com/problems/all-possible-full-binary-trees,"Tree, Dynamic Programming, Recursion"
684,Apply Substitutions,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Hash Table, String, Topological Sort",1,Google,39.0,0.7867262423714037,https://leetcode.com/problems/apply-substitutions,"Array, String, Graph, Hash Table, BFS, DFS"
685,Average Waiting Time,MEDIUM,Array,"Array, Simulation",1,DEShaw,58.7,0.7305169732865104,https://leetcode.com/problems/average-waiting-time,"Array, Simulation"
686,Beautiful Towers I,MEDIUM,Array,"Array, Monotonic Stack, Stack",1,Salesforce,70.8,0.433646463471382,https://leetcode.com/problems/beautiful-towers-i,"Array, Stack, Monotonic Stack"
687,Beautiful Towers II,MEDIUM,Array,"Array, Monotonic Stack, Stack",1,Salesforce,70.8,0.3459771366358193,https://leetcode.com/problems/beautiful-towers-ii,"Array, Stack, Monotonic Stack"
688,Best Team With No Conflicts,MEDIUM,Array,"Array, Dynamic Programming, Sorting",1,Morgan Stanley,89.7,0.5042606461247886,https://leetcode.com/problems/best-team-with-no-conflicts,"Array, Dynamic Programming, Sorting"
689,Binary Tree Longest Consecutive Sequence,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Walmart,42.2,0.5411300683221425,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,"Tree, DFS"
690,Binary Tree Upside Down,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Linkedln,69.3,0.6450428958113502,https://leetcode.com/problems/binary-tree-upside-down,"Tree, DFS"
691,Bitwise AND of Numbers Range,MEDIUM,Bit Manipulation,Bit Manipulation,1,Google,21.4,0.477400397545588,https://leetcode.com/problems/bitwise-and-of-numbers-range,Bit Manipulation
692,Bitwise OR of All Subsequence Sums,MEDIUM,Array,"Array, Bit Manipulation, Brainteaser, Math, Prefix Sum",1,Zomato,100.0,0.6488039763901833,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums,"Array, Bit Manipulation, Math, Prefix Sum"
693,Brace Expansion,MEDIUM,BFS,"BFS, Backtracking, Breadth-First Search, String",1,Stripe,53.6,0.6672212978369384,https://leetcode.com/problems/brace-expansion,"String, Backtracking, BFS"
694,Buildings With an Ocean View,MEDIUM,Array,"Array, Monotonic Stack, Stack",1,Meta,84.3,0.8076970293771174,https://leetcode.com/problems/buildings-with-an-ocean-view,"Array, Stack, Monotonic Stack"
695,Bulb Switcher,MEDIUM,Brainteaser,"Brainteaser, Math",1,Linkedln,49.7,0.540826122720978,https://leetcode.com/problems/bulb-switcher,Math
696,Calculate Score After Performing Instructions,MEDIUM,Array,"Array, Hash Table, Simulation, String",1,Apple,85.1,0.5556368843981223,https://leetcode.com/problems/calculate-score-after-performing-instructions,"Array, String, Hash Table, Simulation"
697,Can I Win,MEDIUM,Bit Manipulation,"Bit Manipulation, Bitmask, Dynamic Programming, Game Theory, Math, Memoization",1,Linkedln,56.3,0.3037797068528723,https://leetcode.com/problems/can-i-win,"Dynamic Programming, Bit Manipulation, Math"
698,Candy Crush,MEDIUM,Array,"Array, Matrix, Simulation, Two Pointers",1,Visa,42.9,0.7736899161778655,https://leetcode.com/problems/candy-crush,"Array, Two Pointers, Matrix, Simulation"
699,Car Fleet,MEDIUM,Array,"Array, Monotonic Stack, Sorting, Stack",1,Snap,57.8,0.5347426286997168,https://leetcode.com/problems/car-fleet,"Array, Stack, Sorting, Monotonic Stack"
700,Change Null Values in a Table to the Previous Value,MEDIUM,Database,Database,1,Deolite,100.0,0.5152052486922599,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value,
701,Check If Array Pairs Are Divisible by k,MEDIUM,Array,"Array, Counting, Hash Table",1,Visa,64.9,0.4620216140377045,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,"Array, Hash Table"
702,Check if Grid can be Cut into Sections,MEDIUM,Array,"Array, Sorting",1,Bloomberg,38.0,0.6837973859482197,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections,"Array, Sorting"
703,Check if a Parentheses String Can Be Valid,MEDIUM,Greedy,"Greedy, Stack, String",1,ServiceNow,100.0,0.4485859357773502,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid,"String, Stack, Greedy"
704,Cinema Seat Allocation,MEDIUM,Array,"Array, Bit Manipulation, Greedy, Hash Table",1,Linkedln,40.9,0.428224012806009,https://leetcode.com/problems/cinema-seat-allocation,"Array, Hash Table, Greedy, Bit Manipulation"
705,Closest Equal Element Queries,MEDIUM,Array,"Array, Binary Search, Hash Table",1,Salesforce,100.0,0.3123053092072786,https://leetcode.com/problems/closest-equal-element-queries,"Array, Binary Search, Hash Table"
706,Coin Change II,MEDIUM,Array,"Array, Dynamic Programming",1,Morgan Stanley,49.7,0.622854660501933,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming"
707,Combination Sum IV,MEDIUM,Array,"Array, Dynamic Programming",1,Snap,82.5,0.5464349476779554,https://leetcode.com/problems/combination-sum-iv,"Array, Dynamic Programming"
